caseKey,caseName,caseDescription,caseWeight,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,directionalScore,representativeQuality,riskControl,administrativeFeasibility,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,weakPublicMandatePassage,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,administrativeCost,amendmentRate,amendmentMovement,minorityHarm,concentratedHarmPassage,compensationRate,legitimacy,activeLawWelfare,reversalRate,timeToCorrectBadLaw,statusQuoVolatility,lowSupportActiveLawShare,selectedAlternativeMedianDistance,proposerAgendaAdvantage,alternativeDiversity,statusQuoWinRate,publicBenefitPerLobbyDollar,directLobbySpendShare,agendaLobbySpendShare,informationLobbySpendShare,publicCampaignSpendShare,litigationThreatSpendShare,citizenReviewRate,citizenCertificationRate,citizenLegitimacy,attentionSpendPerBill,objectionWindowRate,repealWindowReversalRate,fastLaneRate,middleLaneRate,highRiskLaneRate,challengeExhaustionRate,falseNegativePassRate,publicWillReviewRate,publicSignalMovement,districtAlignment,crossBlocAdmissionRate,affectedGroupSponsorshipRate,averageCosponsors,proposalBondForfeiture,strategicDecoyRate,proposerAccessGini,welfarePerSubmittedBill,vetoes,overriddenVetoes,interChamberConflictRate,secondChamberKillRate,conferenceRate,conferenceSuccessRate,routingDelayCost,shuttleRoundsToAgreement,suspensiveOverrideRate,bicameralDeadlockRate,dischargePetitionRate,committeeOverrideRate,committeeHearingRate,committeeQueueDelay,committeeAmendmentValueAdded,populationSeatDistortion,democraticResponsiveness,seatVoteDistortion,constituencyServiceConcentration,regionalTransferBias,malapportionmentIndex,smallConstituencyVetoRate,populationSupportedButBlockedRate,firstMoverWinRate,amendmentSurvivalRate,mediatorAddedTextShare,upperHouseAmendmentRetentionRate,suspensiveDelayUseRate,committeeAgendaConcentration,committeeCaptureIndex,committeeExpertiseScore,minorityCommitteeAccessRate,committeeFalsePositiveRate,committeeFalseNegativeRate,reportedBillSponsorDiversity,oppositionAmendmentSuccessRate,hearingDiversity,auditFollowThroughRate,scandalDetectionRate,appointmentCaptureRisk,eligibilityExclusionRate,expertiseRepresentationGap,constituencyAccountability,selectorCaptureIndex,legislatorExperienceStock,electoralResponsiveness,turnoverOutsideInfluenceShift,candidatePoolDiversity,contestedSeatRate,vacancyRate,renewalStaggeringIndex,nearTermRenewalShare,recusalRate,conflictDisclosureRate,revolvingDoorTransitionRate,sponsorIndustryAlignment,exAnteReviewRate,reviewDelay,exPostInvalidationRate,draftingErrorRate,referralPartisanSkew,forecastError,publicationCompliance,informationRequestFulfillment,institutionOverrideFrequency,oppositionTrustProxy,independenceInsulationScore,quietCaptureRisk
baseline,Baseline,Moderately polarized three-party legislature.,1.000,house-origin-routing,House-origin-only bicameral routing,4800,60.000,1087,13.588,60.000,0.655,0.580,0.890,0.923,0.226,1.000,0.600,0.648,0.136,0.251,0.774,0.000,0.000,0.000,0.001,0.144,0.472,0.079,0.281,0.209,0.828,0.657,0.397,0.000,0.000,0.000,0.172,0.077,0.049,0.007,0.082,0.096,0.000,0.574,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.147,0,0,0.218,0.218,0.049,0.674,0.122,0.000,0.000,3.131,0.000,0.000,0.000,0.000,0.000,0.090,0.850,0.019,0.771,0.090,0.090,0.774,0.247,0.226,0.033,0.002,0.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,senate-origin-routing,Senate-origin-only bicameral routing,4800,60.000,1066,13.325,60.000,0.653,0.580,0.890,0.921,0.222,1.000,0.603,0.645,0.134,0.248,0.778,0.000,0.000,0.000,0.003,0.141,0.499,0.078,0.287,0.214,0.831,0.604,0.410,0.000,0.000,0.000,0.169,0.079,0.066,0.010,0.084,0.089,0.000,0.572,0.000,0.000,0.000,0.078,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.143,0,0,0.270,0.270,0.066,0.481,0.123,0.000,0.000,2.985,0.000,0.000,0.000,0.000,0.000,0.104,0.794,0.019,0.850,0.104,0.104,0.000,0.252,0.222,0.032,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,emergency-lower-fast-routing,Emergency lower-house fast path,4800,60.000,969,12.113,60.000,0.653,0.586,0.895,0.930,0.202,1.000,0.609,0.661,0.123,0.252,0.798,0.000,0.000,0.000,0.000,0.130,0.524,0.069,0.274,0.206,0.829,0.588,0.380,0.000,0.000,0.000,0.171,0.070,0.000,0.000,0.081,0.081,0.000,0.580,0.000,0.000,0.000,0.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.133,0,0,0.231,0.231,0.000,0.000,0.110,0.000,0.037,3.190,0.000,0.000,0.000,0.000,0.000,0.090,0.850,0.019,0.771,0.090,0.090,0.798,0.265,0.202,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,proposer-chamber-origin-routing,Proposer-chamber origin routing,4800,60.000,1164,14.550,60.000,0.657,0.578,0.886,0.921,0.243,1.000,0.600,0.638,0.146,0.253,0.758,0.000,0.000,0.000,0.010,0.157,0.460,0.085,0.286,0.212,0.834,0.652,0.405,0.000,0.000,0.000,0.166,0.079,0.062,0.011,0.085,0.096,0.000,0.565,0.000,0.000,0.000,0.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.155,0,0,0.271,0.271,0.062,0.843,0.132,1.996,0.000,2.906,0.000,0.000,0.000,0.000,0.000,0.000,0.826,0.035,0.700,0.000,0.000,0.312,0.238,0.243,0.053,0.003,0.020,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,leadership-routed-origin,Leadership-routed chamber origin,4800,60.000,909,11.363,60.000,0.651,0.589,0.896,0.930,0.189,1.000,0.615,0.660,0.116,0.263,0.811,0.000,0.000,0.000,0.000,0.143,0.561,0.064,0.263,0.207,0.827,0.562,0.388,0.000,0.000,0.000,0.173,0.070,0.000,0.000,0.078,0.069,0.000,0.583,0.000,0.000,0.000,0.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.125,0,0,0.248,0.248,0.000,0.000,0.102,0.000,0.000,3.218,0.000,0.000,0.000,0.000,0.000,0.095,0.835,0.019,0.792,0.095,0.095,0.535,0.278,0.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,principles-resolution-routing,Principles resolution before second-chamber drafting,4800,60.000,1183,14.788,60.000,0.655,0.572,0.882,0.920,0.246,1.000,0.598,0.637,0.147,0.240,0.754,0.000,0.000,0.000,0.007,0.147,0.458,0.090,0.301,0.215,0.822,0.633,0.408,0.000,0.000,0.000,0.178,0.080,0.068,0.011,0.089,0.110,0.000,0.565,0.000,0.000,0.000,0.090,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.157,0,0,0.252,0.252,0.068,0.660,0.124,0.000,0.000,2.795,0.000,0.000,0.000,0.000,0.000,0.000,0.942,0.012,0.482,0.000,0.000,0.000,0.244,0.246,0.045,0.005,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,second-chamber-preclearance,Second-chamber preclearance routing,4800,60.000,1104,13.800,60.000,0.655,0.576,0.883,0.930,0.230,1.000,0.602,0.642,0.138,0.242,0.770,0.000,0.000,0.000,0.027,0.152,0.478,0.084,0.288,0.211,0.828,0.644,0.401,0.000,0.000,0.000,0.172,0.070,0.000,0.000,0.085,0.103,0.000,0.567,0.000,0.000,0.000,0.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.148,0,0,0.249,0.249,0.000,0.000,0.114,0.000,0.000,2.908,0.000,0.000,0.000,0.000,0.000,0.113,0.792,0.019,0.850,0.113,0.113,0.519,0.245,0.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,revision-council-upper,Bicameral upper revision council,4800,60.000,1112,13.900,60.000,0.655,0.579,0.888,0.922,0.232,1.000,0.600,0.645,0.139,0.251,0.768,0.000,0.000,0.000,0.004,0.149,0.469,0.080,0.282,0.208,0.825,0.660,0.390,0.000,0.000,0.000,0.175,0.078,0.058,0.007,0.083,0.096,0.000,0.572,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.149,0,0,0.248,0.248,0.058,0.667,0.121,0.000,0.000,2.989,0.000,0.000,0.000,0.000,0.000,0.000,0.942,0.012,0.482,0.000,0.000,0.768,0.244,0.232,0.038,0.003,0.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,suspensive-veto-upper,Bicameral upper suspensive veto,4800,60.000,943,11.788,60.000,0.651,0.586,0.893,0.930,0.196,1.000,0.609,0.658,0.120,0.253,0.804,0.000,0.000,0.000,0.000,0.141,0.535,0.070,0.281,0.208,0.827,0.588,0.388,0.000,0.000,0.000,0.173,0.070,0.000,0.000,0.078,0.078,0.000,0.581,0.000,0.000,0.000,0.070,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.129,0,0,0.258,0.258,0.000,0.000,0.110,0.000,0.037,3.185,0.000,0.000,0.000,0.000,0.000,0.104,0.794,0.019,0.850,0.104,0.104,0.804,0.271,0.196,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,limited-navette-upper,Bicameral limited navette,4800,60.000,1122,14.025,60.000,0.656,0.580,0.889,0.923,0.234,1.000,0.598,0.644,0.140,0.257,0.766,0.000,0.000,0.000,0.009,0.146,0.466,0.080,0.280,0.211,0.831,0.670,0.397,0.000,0.000,0.000,0.169,0.077,0.048,0.007,0.083,0.092,0.000,0.569,0.000,0.000,0.000,0.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.150,0,0,0.231,0.231,0.048,0.897,0.129,1.702,0.000,3.096,0.000,0.000,0.000,0.000,0.000,0.104,0.794,0.019,0.850,0.104,0.104,0.766,0.243,0.234,0.043,0.002,0.043,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,joint-sitting-upper,Bicameral joint-sitting fallback,4800,60.000,1071,13.388,60.000,0.654,0.578,0.886,0.930,0.223,1.000,0.599,0.653,0.134,0.243,0.777,0.000,0.000,0.000,0.023,0.147,0.491,0.081,0.288,0.207,0.826,0.649,0.385,0.000,0.000,0.000,0.174,0.070,0.000,0.000,0.081,0.096,0.000,0.570,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.146,0,0,0.233,0.233,0.000,0.000,0.117,0.000,0.000,3.077,0.000,0.000,0.000,0.000,0.000,0.104,0.794,0.019,0.850,0.104,0.104,0.747,0.250,0.223,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,upper-amendment-only,Upper-house amendment-only power,4800,60.000,1103,13.788,60.000,0.655,0.580,0.889,0.922,0.230,1.000,0.600,0.648,0.138,0.253,0.770,0.000,0.000,0.000,0.008,0.144,0.476,0.079,0.277,0.207,0.828,0.654,0.386,0.000,0.000,0.000,0.172,0.078,0.059,0.006,0.082,0.095,0.000,0.572,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.149,0,0,0.234,0.234,0.059,0.604,0.118,0.000,0.000,3.040,0.000,0.000,0.000,0.000,0.000,0.090,0.850,0.019,0.771,0.090,0.090,0.770,0.245,0.230,0.036,0.001,0.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,upper-absolute-veto,Upper-house absolute veto,4800,60.000,485,6.063,60.000,0.644,0.625,0.918,0.930,0.101,1.000,0.650,0.691,0.066,0.321,0.899,0.000,0.000,0.000,0.000,0.068,0.735,0.026,0.188,0.212,0.835,0.285,0.378,0.000,0.000,0.000,0.165,0.070,0.000,0.000,0.067,0.034,0.000,0.627,0.000,0.000,0.000,0.026,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.070,0,0,0.568,0.568,0.000,0.000,0.111,0.000,0.000,3.846,0.000,0.000,0.000,0.000,0.000,0.116,0.791,0.019,0.850,0.116,0.116,0.899,0.346,0.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,upper-territorial-veto,Upper-house territorial veto threshold,4800,60.000,585,7.313,60.000,0.648,0.620,0.918,0.930,0.122,1.000,0.637,0.692,0.078,0.316,0.878,0.000,0.000,0.000,0.000,0.074,0.678,0.030,0.181,0.200,0.836,0.404,0.354,0.000,0.000,0.000,0.164,0.070,0.000,0.000,0.067,0.044,0.000,0.619,0.000,0.000,0.000,0.030,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.084,0,0,0.674,0.674,0.000,0.000,0.137,0.000,0.199,3.780,0.000,0.000,0.000,0.000,0.000,0.137,0.786,0.019,0.850,0.137,0.137,0.878,0.327,0.122,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,mediation-committee-upper,Mediation committee bicameral conflict,4800,60.000,1117,13.963,60.000,0.656,0.579,0.891,0.922,0.233,1.000,0.600,0.643,0.140,0.255,0.767,0.000,0.000,0.000,0.004,0.126,0.461,0.081,0.279,0.206,0.819,0.657,0.391,0.000,0.000,0.000,0.181,0.078,0.054,0.007,0.082,0.090,0.000,0.576,0.000,0.000,0.000,0.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.150,0,0,0.222,0.222,0.054,0.800,0.129,0.000,0.000,3.151,0.000,0.000,0.000,0.000,0.000,0.000,0.942,0.012,0.482,0.000,0.000,0.767,0.246,0.233,0.043,0.003,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,last-offer-bargaining-upper,Last-offer bicameral bargaining,4800,60.000,1092,13.650,60.000,0.656,0.584,0.891,0.923,0.228,1.000,0.605,0.651,0.138,0.255,0.773,0.000,0.000,0.000,0.005,0.135,0.469,0.079,0.281,0.211,0.830,0.649,0.393,0.000,0.000,0.000,0.170,0.077,0.051,0.008,0.080,0.093,0.000,0.578,0.000,0.000,0.000,0.079,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.148,0,0,0.233,0.233,0.058,0.620,0.133,1.613,0.000,3.095,0.000,0.000,0.000,0.000,0.000,0.101,0.806,0.019,0.832,0.101,0.101,0.773,0.245,0.228,0.035,0.002,0.035,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,lower-override-upper,Lower-house override after bicameral disagreement,4800,60.000,956,11.950,60.000,0.653,0.587,0.896,0.930,0.199,1.000,0.610,0.657,0.121,0.258,0.801,0.000,0.000,0.000,0.000,0.133,0.533,0.068,0.269,0.209,0.830,0.578,0.388,0.000,0.000,0.000,0.170,0.070,0.000,0.000,0.078,0.076,0.000,0.582,0.000,0.000,0.000,0.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.089,0.131,0,0,0.233,0.233,0.000,0.000,0.124,0.000,0.036,3.230,0.000,0.000,0.000,0.000,0.000,0.110,0.792,0.019,0.850,0.110,0.110,0.801,0.268,0.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,committee-regular-order,Committee-first regular order,4800,60.000,714,8.925,12.225,0.661,0.606,0.917,0.973,0.149,0.204,0.608,0.690,0.090,0.285,0.851,0.535,0.261,0.000,0.000,0.076,0.606,0.042,0.217,0.198,0.858,0.501,0.350,0.000,0.000,0.000,0.142,0.027,0.000,0.000,0.070,0.048,0.000,0.588,0.000,0.000,0.000,0.042,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.169,0.103,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,balanced-committee-majority,Majority + forced-balanced committee,4800,60.000,862,10.775,15.963,0.653,0.590,0.899,0.945,0.180,0.266,0.599,0.668,0.108,0.267,0.820,0.000,0.734,0.000,0.000,0.145,0.557,0.057,0.252,0.219,0.856,0.546,0.393,0.000,0.000,0.000,0.144,0.055,0.000,0.000,0.081,0.064,0.000,0.562,0.000,0.000,0.000,0.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.139,0.120,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
baseline,Baseline,Moderately polarized three-party legislature.,1.000,lottery-committee-majority,Majority + random-lottery committee,4800,60.000,801,10.013,16.737,0.650,0.590,0.900,0.944,0.167,0.279,0.603,0.667,0.101,0.261,0.833,0.000,0.721,0.000,0.000,0.136,0.577,0.055,0.258,0.221,0.853,0.478,0.399,0.000,0.000,0.000,0.147,0.056,0.000,0.000,0.080,0.064,0.000,0.567,0.000,0.000,0.000,0.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.140,0.111,0,0,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
